"","sentence","token","duration","occlusions","participant","level","time","trial","is_trill"
"1220","94","(venta)","NA",NA,"P6E","sp1","PRE",114,NA
"1221","95a","rodar","43","1","P6E","sp1","PRE",115,"trill"
"1222","95b","rodar","34","approximant","P6E","sp1","PRE",116,"tap"
"1223","96a","romper","69","2","P6E","sp1","PRE",117,"trill"
"1224","96b","romper","29","approximant","P6E","sp1","PRE",118,"tap"
"1225","97","(siete)","NA",NA,"P6E","sp1","PRE",119,NA
"1226","98a","rumor","40","1","P6E","sp1","PRE",120,"trill"
"1227","98b","rumor","N/A","perceptual","P6E","sp1","PRE",121,"tap"
"1228","99a","raro","52","1","P6E","sp1","PRE",122,"trill"
"1229","99b","raro","48","approximant","P6E","sp1","PRE",123,"tap"
"1230","100","(ocho)","NA",NA,"P6E","sp1","PRE",124,NA
"1231","101a","ropero","35","1","P6E","sp1","PRE",125,"trill"
"1232","101b","ropero","25","1 True","P6E","sp1","PRE",126,"tap"
"1233","102a","ratero","45","1","P6E","sp1","PRE",127,"trill"
"1234","102b","ratero","34","1 True","P6E","sp1","PRE",128,"tap"
"1235","103","(mayo)","NA",NA,"P6E","sp1","PRE",129,NA
"1236","104a","carrera ","32","1","P6E","sp1","PRE",130,"trill"
"1237","104b","carrera","75","2 True","P6E","sp1","PRE",131,"tap"
"1238","105a","rapero","66","2","P6E","sp1","PRE",132,"trill"
"1239","105b","rapero","37","1 True","P6E","sp1","PRE",133,"tap"
"1240","106","(semana)","NA",NA,"P6E","sp1","PRE",134,NA
"1241","107a","barrer","39","1","P6E","sp1","PRE",135,"trill"
"1242","107b","barrer","28","1 True","P6E","sp1","PRE",136,"tap"
"1243","108a","correr","42","1","P6E","sp1","PRE",137,"trill"
"1244","108b","correr","31","approximant","P6E","sp1","PRE",138,"tap"
"1245","109","(antes)","NA",NA,"P6E","sp1","PRE",139,NA
"1246","110a","narrar","104","3","P6E","sp1","PRE",140,"trill"
"1247","110b","narrar","31","approximant","P6E","sp1","PRE",141,"tap"
"1248","111a","borrar","25","1","P6E","sp1","PRE",142,"trill"
"1249","111b","borrar","20","approximant","P6E","sp1","PRE",143,"tap"
"1250","112","(estoy)","NA",NA,"P6E","sp1","PRE",144,NA
"1251","113a","cerrar ","69","2","P6E","sp1","PRE",145,"trill"
"1252","113b","cerrar","24","approximant","P6E","sp1","PRE",146,"tap"
"1253","114a","derribar","70","2","P6E","sp1","PRE",147,"trill"
"1254","114b","derribar","23","approximant","P6E","sp1","PRE",148,"tap"
"1255","115","(común)","NA",NA,"P6E","sp1","PRE",149,NA
"1256","116a","corregir","76","2","P6E","sp1","PRE",150,"trill"
"1257","116b","corregir","33","approximant","P6E","sp1","PRE",151,"tap"
"1258","117a","irritar","64",NA,"P6E","sp1","PRE",152,"trill"
"1259","117b","irritar","32","approximant","P6E","sp1","PRE",153,"tap"
"1260","118","(menos)","NA",NA,"P6E","sp1","PRE",154,NA
"1261","119a","interrogar","69","3","P6E","sp1","PRE",155,"trill"
"1262","119b","interrogar","43","approximant","P6E","sp1","PRE",156,"tap"
"1263","120a","corredor","44","1","P6E","sp1","PRE",157,"trill"
"1264","120b","corredor","23","1 True","P6E","sp1","PRE",158,"tap"
