"","sentence","token","duration","occlusions","participant","time","is_trill","no_occlusions","level"
"754","7","verlo","61","approximant","sp102_P3E","PRE","tap","a","sp102"
"755","8","convinieron","47","approximant","sp102_P3E","PRE","tap","a","sp102"
"756","9","primero","28","1 True","sp102_P3E","PRE","tap","1","sp102"
"757","10","consiguiera","33","1 True","sp102_P3E","PRE","tap","1","sp102"
"758","11","quitarle","50","approximant","sp102_P3E","PRE","tap","a","sp102"
"759","12","seria","33","1 True","sp102_P3E","PRE","tap","1","sp102"
"760","13","fuerte","42","approximant","sp102_P3E","PRE","tap","a","sp102"
"761","14","norte","48","approximant","sp102_P3E","PRE","tap","a","sp102"
"762","15","soplar","33","1 True","sp102_P3E","PRE","tap","1","sp102"
"763","16","furia","36","1 True","sp102_P3E","PRE","tap","1","sp102"
"764","17","pero","28","1 True","sp102_P3E","PRE","tap","1","sp102"
"765","18","aferraba","89","2","sp102_P3E","PRE","trill","2","sp102"
"766","19","norte","31","1 True","sp102_P3E","PRE","tap","1","sp102"
"767","20","esplendor ","34","1 True","sp102_P3E","PRE","tap","1","sp102"
"768","21","arrojó","54","1","sp102_P3E","PRE","trill","1","sp102"
"769","22","norte","30","1 True","sp102_P3E","PRE","tap","1","sp102"
"770","23","reconocer","45","1","sp102_P3E","PRE","trill","1","sp102"
"771","1","Roberto","143","3","sp203_P3E","POST","trill","3","sp203/204"
"772","2","Roberto","16","1 True","sp203_P3E","POST","tap","1","sp203/204"
"773","3","para","22","1 True","sp203_P3E","POST","tap","1","sp203/204"
"774","4","América","23","1 True","sp203_P3E","POST","tap","1","sp203/204"
"775","5","Caribe","18","1 True","sp203_P3E","POST","tap","1","sp203/204"
"776","7","región","150","3","sp203_P3E","POST","trill","3","sp203/204"
"777","8","relacionada","138","2","sp203_P3E","POST","trill","2","sp203/204"
"778","9","rápida","139","3","sp203_P3E","POST","trill","3","sp203/204"
"779","10","tierras","155","4","sp203_P3E","POST","trill","4","sp203/204"
"780","11","para","22","1 True","sp203_P3E","POST","tap","1","sp203/204"
"781","12","pérdida","27","1 True","sp203_P3E","POST","tap","1","sp203/204"
"782","13","desarrollo","160","3","sp203_P3E","POST","trill","3","sp203/204"
"783","14","infraestructura","23","1 True","sp203_P3E","POST","tap","1","sp203/204"
"784","15","relacionada","120","3","sp203_P3E","POST","trill","3","sp203/204"
"785","16","carreteras","154","4","sp203_P3E","POST","trill","4","sp203/204"
"786","17","carreteras","36","approximant","sp203_P3E","POST","tap","a","sp203/204"
"787","18","para","22","1 True","sp203_P3E","POST","tap","1","sp203/204"
"788","19","carros","123","0","sp203_P3E","POST","trill","0","sp203/204"
"789","20","carrozas","144","0","sp203_P3E","POST","trill","0","sp203/204"
"790","21","rotundo ","111","0","sp203_P3E","POST","trill","0","sp203/204"
"791","22","productor","36","approximant","sp203_P3E","POST","tap","a","sp203/204"
"792","23","materia","20","1 True","sp203_P3E","POST","tap","1","sp203/204"
"793","24","relevante","147","3","sp203_P3E","POST","trill","3","sp203/204"
"794","25","minería","19","1 True","sp203_P3E","POST","tap","1","sp203/204"
"795","26","por","38","approximant","sp203_P3E","POST","tap","a","sp203/204"
"796","1","norte","25","1 True","sp203_P3E","POST","tap","1","sp203/204"
"797","2","acerca","17","1 True","sp203_P3E","POST","tap","1","sp203/204"
"798","3","sería","23","1 True","sp203_P3E","POST","tap","1","sp203/204"
"799","4","fuerte","19","1 True","sp203_P3E","POST","tap","1","sp203/204"
"800","5","repente","117","2","sp203_P3E","POST","trill","2","sp203/204"
"801","6","viajero","27","1 True","sp203_P3E","POST","tap","1","sp203/204"
"802","7","verlo","35","approximant","sp203_P3E","POST","tap","a","sp203/204"
"803","8","convinieron","46","approximant","sp203_P3E","POST","tap","a","sp203/204"
"804","9","primero","22","1 True","sp203_P3E","POST","tap","1","sp203/204"
"805","10","consiguiera","20","1 True","sp203_P3E","POST","tap","1","sp203/204"
"806","11","quitarle","35","approximant","sp203_P3E","POST","tap","a","sp203/204"
"807","12","seria","19","1 True","sp203_P3E","POST","tap","1","sp203/204"
"808","13","fuerte","24","1 True","sp203_P3E","POST","tap","1","sp203/204"
"809","14","norte","19","1 True","sp203_P3E","POST","tap","1","sp203/204"
"810","15","soplar","35","approximant","sp203_P3E","POST","tap","a","sp203/204"
"811","16","furia","25","1 True","sp203_P3E","POST","tap","1","sp203/204"
"812","17","pero","19","1 True","sp203_P3E","POST","tap","1","sp203/204"
"813","18","aferraba","188","4","sp203_P3E","POST","trill","4","sp203/204"
"814","19","norte","24","1 True","sp203_P3E","POST","tap","1","sp203/204"
"815","20","esplendor ","19","1 True","sp203_P3E","POST","tap","1","sp203/204"
"816","21","arrojó","180","5","sp203_P3E","POST","trill","5","sp203/204"
"817","22","norte","23","1 True","sp203_P3E","POST","tap","1","sp203/204"
"818","1","Roberto","77","0","sp203_P3E","PRE","trill","0","sp203/204"
"819","2","Roberto","48","approximant","sp203_P3E","PRE","tap","a","sp203/204"
"820","3","para","42","approximant","sp203_P3E","PRE","tap","a","sp203/204"
"821","4","América","20","1 True","sp203_P3E","PRE","tap","1","sp203/204"
"822","5","Caribe","55","approximant","sp203_P3E","PRE","tap","a","sp203/204"
"823","6","pérdida","43","approximant","sp203_P3E","PRE","tap","a","sp203/204"
"824","7","región","52","0","sp203_P3E","PRE","trill","0","sp203/204"
"825","8","relacionada","43","0","sp203_P3E","PRE","trill","0","sp203/204"
"826","9","rápida","41","0","sp203_P3E","PRE","trill","0","sp203/204"
"827","10","tierras","51","0","sp203_P3E","PRE","trill","0","sp203/204"
"828","11","para","44","1 True","sp203_P3E","PRE","tap","1","sp203/204"
"829","12","pérdida","40","1 True","sp203_P3E","PRE","tap","1","sp203/204"
"830","13","desarrollo","49","0","sp203_P3E","PRE","trill","0","sp203/204"
"831","14","infraestructura","60","approximant","sp203_P3E","PRE","tap","a","sp203/204"
"832","15","relacionada","50","0","sp203_P3E","PRE","trill","0","sp203/204"
"833","16","carreteras","37","0","sp203_P3E","PRE","trill","0","sp203/204"
"834","17","carreteras","47","approximant","sp203_P3E","PRE","tap","a","sp203/204"
"835","18","para","53","approximant","sp203_P3E","PRE","tap","a","sp203/204"
"836","19","carros","47","0","sp203_P3E","PRE","trill","0","sp203/204"
"837","20","carrozas","38","1","sp203_P3E","PRE","trill","1","sp203/204"
"838","21","rotundo ","47","0","sp203_P3E","PRE","trill","0","sp203/204"
"839","22","productor","54","approximant","sp203_P3E","PRE","tap","a","sp203/204"
"840","23","materia","56","approximant","sp203_P3E","PRE","tap","a","sp203/204"
"841","24","relevante","37","0","sp203_P3E","PRE","trill","0","sp203/204"
"842","25","minería","57","approximant","sp203_P3E","PRE","tap","a","sp203/204"
"843","26","por","49","approximant","sp203_P3E","PRE","tap","a","sp203/204"
"844","1","norte","52","approximant","sp203_P3E","PRE","tap","a","sp203/204"
"845","2","acerca","38","approximant","sp203_P3E","PRE","tap","a","sp203/204"
"846","3","sería","54","approximant","sp203_P3E","PRE","tap","a","sp203/204"
"847","4","fuerte","51","approximant","sp203_P3E","PRE","tap","a","sp203/204"
"848","5","repente","46","1","sp203_P3E","PRE","trill","1","sp203/204"
"849","6","viajero","50","approximant","sp203_P3E","PRE","tap","a","sp203/204"
"850","7","verlo","52","approximant","sp203_P3E","PRE","tap","a","sp203/204"
"851","8","convinieron","57","approximant","sp203_P3E","PRE","tap","a","sp203/204"
"852","9","primero","66","approximant","sp203_P3E","PRE","tap","a","sp203/204"
"853","10","consiguiera","56","approximant","sp203_P3E","PRE","tap","a","sp203/204"
"854","11","quitarle","64","approximant","sp203_P3E","PRE","tap","a","sp203/204"
"855","12","seria","64","approximant","sp203_P3E","PRE","tap","a","sp203/204"
"856","13","fuerte","55","approximant","sp203_P3E","PRE","tap","a","sp203/204"
"857","14","norte","52","approximant","sp203_P3E","PRE","tap","a","sp203/204"
"858","15","soplar","66","approximant","sp203_P3E","PRE","tap","a","sp203/204"
"859","16","furia","57","approximant","sp203_P3E","PRE","tap","a","sp203/204"
"860","17","pero","59","approximant","sp203_P3E","PRE","tap","a","sp203/204"
"861","18","aferraba","55","1","sp203_P3E","PRE","trill","1","sp203/204"
"862","19","norte","51","approximant","sp203_P3E","PRE","tap","a","sp203/204"
"863","20","esplendor ","71","approximant","sp203_P3E","PRE","tap","a","sp203/204"
"864","21","arrojó","60","0","sp203_P3E","PRE","trill","0","sp203/204"
"865","22","norte","50","approximant","sp203_P3E","PRE","tap","a","sp203/204"
"866","23","reconocer","34","0","sp203_P3E","PRE","trill","0","sp203/204"
"867","1","Roberto","30","1","sp1_P5E","POST","trill","1","sp1"
"868","2","Roberto","19","1 True","sp1_P5E","POST","tap","1","sp1"
"869","3","para","17","approximant","sp1_P5E","POST","tap","a","sp1"
"870","4","América","22","1 True","sp1_P5E","POST","tap","1","sp1"
"871","5","Caribe","21","1 True","sp1_P5E","POST","tap","1","sp1"
"872","6","pérdida","18","1 True","sp1_P5E","POST","tap","1","sp1"
"873","7","región","54","2","sp1_P5E","POST","trill","2","sp1"
"874","8","relacionada","34","1","sp1_P5E","POST","trill","1","sp1"
"875","9","rápida","31","1","sp1_P5E","POST","trill","1","sp1"
"876","10","tierras","22","1","sp1_P5E","POST","trill","1","sp1"
"877","11","para","21","1 True","sp1_P5E","POST","tap","1","sp1"
"878","12","pérdida","30","1 True","sp1_P5E","POST","tap","1","sp1"
"879","15","relacionada","41","1","sp1_P5E","POST","trill","1","sp1"
"880","16","carreteras","27","2","sp1_P5E","POST","trill","2","sp1"
"881","17","carreteras","11","approximant","sp1_P5E","POST","tap","a","sp1"
"882","18","para","18","approximant","sp1_P5E","POST","tap","a","sp1"
"883","19","carros","41","2","sp1_P5E","POST","trill","2","sp1"
"884","20","carrozas","38","2","sp1_P5E","POST","trill","2","sp1"
"885","21","rotundo ","30","1","sp1_P5E","POST","trill","1","sp1"
"886","22","productor","21","1 True","sp1_P5E","POST","tap","1","sp1"
"887","23","materia","28","1 True","sp1_P5E","POST","tap","1","sp1"
"888","24","relevante","55","2","sp1_P5E","POST","trill","2","sp1"
"889","25","minería","28","1 + frc","sp1_P5E","POST","tap","1","sp1"
"890","26","por","11","1 True","sp1_P5E","POST","tap","1","sp1"
"891","1","norte","25","1 True","sp1_P5E","POST","tap","1","sp1"
"892","2","acerca","32","1 True","sp1_P5E","POST","tap","1","sp1"
"893","3","sería","18","1 True","sp1_P5E","POST","tap","1","sp1"
"894","4","fuerte","15","1 True","sp1_P5E","POST","tap","1","sp1"
"895","5","repente","37","2","sp1_P5E","POST","trill","2","sp1"
"896","6","viajero","21","1 True","sp1_P5E","POST","tap","1","sp1"
"897","7","verlo","46","approximant","sp1_P5E","POST","tap","a","sp1"
"898","8","convinieron","25","1 True","sp1_P5E","POST","tap","1","sp1"
"899","9","primero","21","1 True","sp1_P5E","POST","tap","1","sp1"
"900","10","consiguiera","19","1 True","sp1_P5E","POST","tap","1","sp1"
"901","11","quitarle","34","approximant","sp1_P5E","POST","tap","a","sp1"
"902","12","seria","47","1 + fric","sp1_P5E","POST","tap","1","sp1"
"903","13","fuerte","39","approximant","sp1_P5E","POST","tap","a","sp1"
"904","14","norte","20","1 True","sp1_P5E","POST","tap","1","sp1"
"905","15","soplar","21","1 True","sp1_P5E","POST","tap","1","sp1"
"906","16","furia","26","1 True","sp1_P5E","POST","tap","1","sp1"
"907","17","pero","11","1 True","sp1_P5E","POST","tap","1","sp1"
"908","18","aferraba","32","2","sp1_P5E","POST","trill","2","sp1"
"909","19","norte","13","1 True","sp1_P5E","POST","tap","1","sp1"
"910","20","esplendor ","14","1 True","sp1_P5E","POST","tap","1","sp1"
"911","21","arrojó","35","2","sp1_P5E","POST","trill","2","sp1"
"912","22","norte","26","1 True","sp1_P5E","POST","tap","1","sp1"
"913","23","reconocer","38","2","sp1_P5E","POST","trill","2","sp1"
"914","24","reconocer","15","1 True","sp1_P5E","POST","tap","1","sp1"
"915","1","Roberto","21","0","sp1_P5E","PRE","trill","0","sp1"
"916","2","Roberto","19","1 True","sp1_P5E","PRE","tap","1","sp1"
"917","3","para","16","1 True","sp1_P5E","PRE","tap","1","sp1"
"918","4","América","29","1 True","sp1_P5E","PRE","tap","1","sp1"
"919","5","Caribe","19","approximant","sp1_P5E","PRE","tap","a","sp1"
"920","6","pérdida","27","approximant","sp1_P5E","PRE","tap","a","sp1"
"921","8","relacionada","22","0","sp1_P5E","PRE","trill","0","sp1"
"922","9","rápida","10","1","sp1_P5E","PRE","trill","1","sp1"
"923","10","tierras","15","1","sp1_P5E","PRE","trill","1","sp1"
"924","11","para","18","1 True","sp1_P5E","PRE","tap","1","sp1"
"925","12","pérdida","30","1 True","sp1_P5E","PRE","tap","1","sp1"
"926","14","infraestructura","80","approximant","sp1_P5E","PRE","tap","a","sp1"
"927","15","relacionada","33","0","sp1_P5E","PRE","trill","0","sp1"
"928","16","carreteras","69","2","sp1_P5E","PRE","trill","2","sp1"
"929","17","carreteras","15","approximant","sp1_P5E","PRE","tap","a","sp1"
"930","18","para","15","1 True","sp1_P5E","PRE","tap","1","sp1"
"931","19","carros","19","2","sp1_P5E","PRE","trill","2","sp1"
"932","20","carrozas","16","1","sp1_P5E","PRE","trill","1","sp1"
"933","22","productor","14","1 True","sp1_P5E","PRE","tap","1","sp1"
"934","23","materia","18","1 True","sp1_P5E","PRE","tap","1","sp1"
"935","25","minería","10",NA,"sp1_P5E","PRE","tap",NA,"sp1"
"936","1","norte","48","1 True","sp1_P5E","PRE","tap","1","sp1"
"937","2","acerca","20","1 True","sp1_P5E","PRE","tap","1","sp1"
"938","3","sería","19","1 True","sp1_P5E","PRE","tap","1","sp1"
"939","4","fuerte","37","1 True","sp1_P5E","PRE","tap","1","sp1"
"940","5","repente","27","1","sp1_P5E","PRE","trill","1","sp1"
"941","6","viajero","23","approximant","sp1_P5E","PRE","tap","a","sp1"
"942","8","convinieron","23","1 True","sp1_P5E","PRE","tap","1","sp1"
"943","9","primero","10","1 True","sp1_P5E","PRE","tap","1","sp1"
"944","10","consiguiera","12","1 True","sp1_P5E","PRE","tap","1","sp1"
"945","12","seria","19","1 True","sp1_P5E","PRE","tap","1","sp1"
"946","14","norte","38","1 True","sp1_P5E","PRE","tap","1","sp1"
"947","15","soplar","23","1 True","sp1_P5E","PRE","tap","1","sp1"
"948","16","furia","16","1 True","sp1_P5E","PRE","tap","1","sp1"
"949","17","pero","11","1 True","sp1_P5E","PRE","tap","1","sp1"
"950","18","aferraba","12","1","sp1_P5E","PRE","trill","1","sp1"
"951","19","norte","56","1 True","sp1_P5E","PRE","tap","1","sp1"
"952","20","esplendor ","20","1 True","sp1_P5E","PRE","tap","1","sp1"
"953","21","arrojó","13","1","sp1_P5E","PRE","trill","1","sp1"
"954","22","norte","56","1 True","sp1_P5E","PRE","tap","1","sp1"
"955","23","reconocer","26","1","sp1_P5E","PRE","trill","1","sp1"
"956","24","reconocer","46","1 True","sp1_P5E","PRE","tap","1","sp1"
"957","25","superioridad","21","1 True","sp1_P5E","PRE","tap","1","sp1"
"958","1","Roberto","107","4","sp1_P6E","POST","trill","4","sp1"
"959","2","Roberto","21","approximant","sp1_P6E","POST","tap","a","sp1"
"960","3","para","20","1 True","sp1_P6E","POST","tap","1","sp1"
"961","4","América","16","1 True","sp1_P6E","POST","tap","1","sp1"
"962","5","Caribe","17","approximant","sp1_P6E","POST","tap","a","sp1"
"963","6","pérdida","17","1 True","sp1_P6E","POST","tap","1","sp1"
"964","7","región","44","1","sp1_P6E","POST","trill","1","sp1"
"965","8","relacionada","134","3","sp1_P6E","POST","trill","3","sp1"
"966","9","rápida","94","2","sp1_P6E","POST","trill","2","sp1"
"967","10","tierras","33","1","sp1_P6E","POST","trill","1","sp1"
"968","11","para","14","1 True","sp1_P6E","POST","tap","1","sp1"
"969","12","pérdida","18","approximant","sp1_P6E","POST","tap","a","sp1"
"970","13","desarrollo","107","3","sp1_P6E","POST","trill","3","sp1"
"971","15","relacionada","86","2","sp1_P6E","POST","trill","2","sp1"
"972","16","carreteras","75","2","sp1_P6E","POST","trill","2","sp1"
"973","19","carros","85","3","sp1_P6E","POST","trill","3","sp1"
"974","20","carrozas","87","2","sp1_P6E","POST","trill","2","sp1"
"975","21","rotundo ","112","3","sp1_P6E","POST","trill","3","sp1"
"976","22","productor","25","1 True","sp1_P6E","POST","tap","1","sp1"
"977","23","materia","19","approximant","sp1_P6E","POST","tap","a","sp1"
"978","24","relevante","106","3","sp1_P6E","POST","trill","3","sp1"
"979","25","minería","21","approximant","sp1_P6E","POST","tap","a","sp1"
"980","26","por","30","1 True","sp1_P6E","POST","tap","1","sp1"
"981","1","norte","22","approximant","sp1_P6E","POST","tap","a","sp1"
"982","2","acerca","22","approximant","sp1_P6E","POST","tap","a","sp1"
"983","3","sería","22","1 True","sp1_P6E","POST","tap","1","sp1"
"984","4","fuerte","20","approximant","sp1_P6E","POST","tap","a","sp1"
"985","5","repente","51","1","sp1_P6E","POST","trill","1","sp1"
"986","6","viajero","23","1 True","sp1_P6E","POST","tap","1","sp1"
"987","8","convinieron","22","1 True","sp1_P6E","POST","tap","1","sp1"
"988","9","primero","23","1 True","sp1_P6E","POST","tap","1","sp1"
"989","10","consiguiera","16","1 True","sp1_P6E","POST","tap","1","sp1"
"990","11","quitarle","15","approximant","sp1_P6E","POST","tap","a","sp1"
"991","12","seria","20","1 True","sp1_P6E","POST","tap","1","sp1"
"992","13","fuerte","20","approximant","sp1_P6E","POST","tap","a","sp1"
"993","14","norte","22","approximant","sp1_P6E","POST","tap","a","sp1"
"994","15","soplar","17","1 True","sp1_P6E","POST","tap","1","sp1"
"995","16","furia","18","1 True","sp1_P6E","POST","tap","1","sp1"
"996","17","pero","23","1 True","sp1_P6E","POST","tap","1","sp1"
"997","18","aferraba","103","3","sp1_P6E","POST","trill","3","sp1"
"998","19","norte","27","approximant","sp1_P6E","POST","tap","a","sp1"
"999","20","esplendor ","15","1 True","sp1_P6E","POST","tap","1","sp1"
"1000","21","arrojó","109","3","sp1_P6E","POST","trill","3","sp1"
"1001","22","norte","21","approximant","sp1_P6E","POST","tap","a","sp1"
"1002","23","reconocer","122","3","sp1_P6E","POST","trill","3","sp1"
"1003","5","Caribe","32","approximant","sp1_P6E","PRE","tap","a","sp1"
"1004","6","pérdida","34","approximant","sp1_P6E","PRE","tap","a","sp1"
"1005","7","región","45","0","sp1_P6E","PRE","trill","0","sp1"
"1006","8","relacionada","52","2","sp1_P6E","PRE","trill","2","sp1"
"1007","9","rápida","108","3","sp1_P6E","PRE","trill","3","sp1"
"1008","10","tierras","29","1","sp1_P6E","PRE","trill","1","sp1"
"1009","11","para","22","1 True","sp1_P6E","PRE","tap","1","sp1"
"1010","12","pérdida","40","1 True","sp1_P6E","PRE","tap","1","sp1"
"1011","13","desarrollo","68","2","sp1_P6E","PRE","trill","2","sp1"
"1012","14","infraestructura","37","approximant","sp1_P6E","PRE","tap","a","sp1"
"1013","15","relacionada","51","0","sp1_P6E","PRE","trill","0","sp1"
"1014","16","carreteras","93","3","sp1_P6E","PRE","trill","3","sp1"
"1015","17","carreteras","67","approximant","sp1_P6E","PRE","tap","a","sp1"
"1016","18","para","44","approximant","sp1_P6E","PRE","tap","a","sp1"
"1017","19","carros","87","2","sp1_P6E","PRE","trill","2","sp1"
"1018","20","carrozas","109","3","sp1_P6E","PRE","trill","3","sp1"
"1019","21","rotundo ","61","1","sp1_P6E","PRE","trill","1","sp1"
"1020","22","productor","53","approximant","sp1_P6E","PRE","tap","a","sp1"
"1021","23","materia","50","approximant","sp1_P6E","PRE","tap","a","sp1"
"1022","24","relevante","37","0","sp1_P6E","PRE","trill","0","sp1"
"1023","25","minería","27","approximant","sp1_P6E","PRE","tap","a","sp1"
"1024","26","por","43","approximant","sp1_P6E","PRE","tap","a","sp1"
"1025","1","norte","56","approximant","sp1_P6E","PRE","tap","a","sp1"
"1026","2","acerca","32","approximant","sp1_P6E","PRE","tap","a","sp1"
"1027","3","sería","47","approximant","sp1_P6E","PRE","tap","a","sp1"
"1028","4","fuerte","37","approximant","sp1_P6E","PRE","tap","a","sp1"
"1029","5","repente","48","1","sp1_P6E","PRE","trill","1","sp1"
"1030","6","viajero","34","approximant","sp1_P6E","PRE","tap","a","sp1"
"1031","7","verlo","60","approximant","sp1_P6E","PRE","tap","a","sp1"
"1032","8","convinieron","34","approximant","sp1_P6E","PRE","tap","a","sp1"
"1033","10","consiguiera","41","approximant","sp1_P6E","PRE","tap","a","sp1"
"1034","11","quitarle","84","approximant","sp1_P6E","PRE","tap","a","sp1"
"1035","12","seria","25","approximant","sp1_P6E","PRE","tap","a","sp1"
"1036","13","fuerte","33","approximant","sp1_P6E","PRE","tap","a","sp1"
"1037","14","norte","41","approximant","sp1_P6E","PRE","tap","a","sp1"
"1038","15","soplar","73","approximant","sp1_P6E","PRE","tap","a","sp1"
"1039","16","furia","39","approximant","sp1_P6E","PRE","tap","a","sp1"
"1040","17","pero","22","approximant","sp1_P6E","PRE","tap","a","sp1"
"1041","18","aferraba","109","3","sp1_P6E","PRE","trill","3","sp1"
"1042","19","norte","35","approximant","sp1_P6E","PRE","tap","a","sp1"
"1043","20","esplendor ","36","1 True","sp1_P6E","PRE","tap","1","sp1"
"1044","21","arrojó","111","3","sp1_P6E","PRE","trill","3","sp1"
"1045","22","norte","35","approximant","sp1_P6E","PRE","tap","a","sp1"
"1046","23","reconocer","58","0","sp1_P6E","PRE","trill","0","sp1"
"1047","24","reconocer","69","approximant","sp1_P6E","PRE","tap","a","sp1"
"1048","25","superioridad","41","approximant","sp1_P6E","PRE","tap","a","sp1"
"1049","1","Roberto","65","1","sp1_P7E","POST","trill","1","sp1"
"1050","2","Roberto","22","1 True","sp1_P7E","POST","tap","1","sp1"
"1051","3","para","22","1 True","sp1_P7E","POST","tap","1","sp1"
"1052","4","América","14","1 True","sp1_P7E","POST","tap","1","sp1"
"1053","5","Caribe","23","approximant","sp1_P7E","POST","tap","a","sp1"
"1054","6","pérdida","21","approximant","sp1_P7E","POST","tap","a","sp1"
"1055","7","región","55","0","sp1_P7E","POST","trill","0","sp1"
"1056","8","relacionada","74","0","sp1_P7E","POST","trill","0","sp1"
"1057","9","rápida","49","0","sp1_P7E","POST","trill","0","sp1"
"1058","10","tierras","84","0","sp1_P7E","POST","trill","0","sp1"
"1059","11","para","23","1 True","sp1_P7E","POST","tap","1","sp1"
"1060","12","pérdida","31","approximant","sp1_P7E","POST","tap","a","sp1"
"1061","13","desarrollo","71","2","sp1_P7E","POST","trill","2","sp1"
"1062","14","infraestructura","34","approximant","sp1_P7E","POST","tap","a","sp1"
"1063","15","relacionada","94","0","sp1_P7E","POST","trill","0","sp1"
"1064","16","carreteras","72","2","sp1_P7E","POST","trill","2","sp1"
"1065","17","carreteras","29","approximant","sp1_P7E","POST","tap","a","sp1"
"1066","18","para","29","1 True","sp1_P7E","POST","tap","1","sp1"
"1067","19","carros","68","2","sp1_P7E","POST","trill","2","sp1"
"1068","20","carrozas","86","2","sp1_P7E","POST","trill","2","sp1"
"1069","21","rotundo ","64","0","sp1_P7E","POST","trill","0","sp1"
"1070","22","productor","14","1 True","sp1_P7E","POST","tap","1","sp1"
"1071","23","materia","24","1 True","sp1_P7E","POST","tap","1","sp1"
"1072","24","relevante","57","0","sp1_P7E","POST","trill","0","sp1"
"1073","25","minería","30","approximant","sp1_P7E","POST","tap","a","sp1"
"1074","26","por","22","approximant","sp1_P7E","POST","tap","a","sp1"
"1075","1","norte","15","1 True","sp1_P7E","POST","tap","1","sp1"
"1076","2","acerca","25","1 True","sp1_P7E","POST","tap","1","sp1"
"1077","3","sería","27","1 True","sp1_P7E","POST","tap","1","sp1"
"1078","4","fuerte","21","approximant","sp1_P7E","POST","tap","a","sp1"
"1079","5","repente","103","2","sp1_P7E","POST","trill","2","sp1"
"1080","6","viajero","27","1 True","sp1_P7E","POST","tap","1","sp1"
"1081","7","verlo","19","1 True","sp1_P7E","POST","tap","1","sp1"
"1082","8","convinieron","23","1 True","sp1_P7E","POST","tap","1","sp1"
"1083","9","primero","15","1 True","sp1_P7E","POST","tap","1","sp1"
"1084","10","consiguiera","28","approximant","sp1_P7E","POST","tap","a","sp1"
"1085","11","quitarle","12","1 True","sp1_P7E","POST","tap","1","sp1"
"1086","12","seria","28","1 True","sp1_P7E","POST","tap","1","sp1"
"1087","13","fuerte","26","approximant","sp1_P7E","POST","tap","a","sp1"
"1088","14","norte","22","1 True","sp1_P7E","POST","tap","1","sp1"
"1089","15","soplar","15","1 True","sp1_P7E","POST","tap","1","sp1"
"1090","16","furia","23","1 True","sp1_P7E","POST","tap","1","sp1"
"1091","17","pero","17","1 True","sp1_P7E","POST","tap","1","sp1"
"1092","18","aferraba","109","0","sp1_P7E","POST","trill","0","sp1"
"1093","19","norte","15","1 True","sp1_P7E","POST","tap","1","sp1"
"1094","20","esplendor ","16","1 True","sp1_P7E","POST","tap","1","sp1"
"1095","21","arrojó","97","2","sp1_P7E","POST","trill","2","sp1"
"1096","22","norte","23","approximant","sp1_P7E","POST","tap","a","sp1"
"1097","23","reconocer","91","1","sp1_P7E","POST","trill","1","sp1"
"1098","24","reconocer","30","approximant","sp1_P7E","POST","tap","a","sp1"
"1099","1","Roberto","38","0","sp1_P7E","PRE","trill","0","sp1"
"1100","2","Roberto","38","approximant","sp1_P7E","PRE","tap","a","sp1"
"1101","3","para","80","approximant","sp1_P7E","PRE","tap","a","sp1"
"1102","4","América","65","approximant","sp1_P7E","PRE","tap","a","sp1"
"1103","5","Caribe","60","approximant","sp1_P7E","PRE","tap","a","sp1"
"1104","6","pérdida","84","approximant","sp1_P7E","PRE","tap","a","sp1"
"1105","7","región","63","0","sp1_P7E","PRE","trill","0","sp1"
"1106","9","rápida","29","0","sp1_P7E","PRE","trill","0","sp1"
"1107","10","tierras","60","0","sp1_P7E","PRE","trill","0","sp1"
"1108","11","para","73","approximant","sp1_P7E","PRE","tap","a","sp1"
"1109","13","desarrollo","62","0","sp1_P7E","PRE","trill","0","sp1"
"1110","14","infraestructura","71","approximant","sp1_P7E","PRE","tap","a","sp1"
"1111","15","relacionada","53","0","sp1_P7E","PRE","trill","0","sp1"
"1112","16","carreteras","52","0","sp1_P7E","PRE","trill","0","sp1"
"1113","18","para","65","approximant","sp1_P7E","PRE","tap","a","sp1"
"1114","19","carros","52","0","sp1_P7E","PRE","trill","0","sp1"
"1115","20","carrozas","65","0","sp1_P7E","PRE","trill","0","sp1"
"1116","21","rotundo ","36","0","sp1_P7E","PRE","trill","0","sp1"
"1117","22","productor","88","approximant","sp1_P7E","PRE","tap","a","sp1"
"1118","23","materia","60","approximant","sp1_P7E","PRE","tap","a","sp1"
"1119","24","relevante","37","0","sp1_P7E","PRE","trill","0","sp1"
"1120","25","minería","60","approximant","sp1_P7E","PRE","tap","a","sp1"
"1121","26","por","70","approximant","sp1_P7E","PRE","tap","a","sp1"
"1122","1","norte","45","approximant","sp1_P7E","PRE","tap","a","sp1"
"1123","2","acerca","125","approximant","sp1_P7E","PRE","tap","a","sp1"
"1124","3","sería","143","approximant","sp1_P7E","PRE","tap","a","sp1"
"1125","4","fuerte","81","approximant","sp1_P7E","PRE","tap","a","sp1"
"1126","5","repente","41","0","sp1_P7E","PRE","trill","0","sp1"
"1127","6","viajero","123","approximant","sp1_P7E","PRE","tap","a","sp1"
"1128","7","verlo","87","approximant","sp1_P7E","PRE","tap","a","sp1"
"1129","8","convinieron","77","approximant","sp1_P7E","PRE","tap","a","sp1"
"1130","10","consiguiera","73","approximant","sp1_P7E","PRE","tap","a","sp1"
"1131","11","quitarle","68","approximant","sp1_P7E","PRE","tap","a","sp1"
"1132","13","fuerte","66","approximant","sp1_P7E","PRE","tap","a","sp1"
